article,page,title,chars,comments,editors,first,last
סכיזופרניה,שיחה:סכיזופרניה,שאלה ליוסריאן,574,1,2,7 בספטמבר 2009,7 בספטמבר 2009
סכיזופרניה,שיחה:סכיזופרניה,מה זה כרוני?,2924,6,3,18 בדצמבר 2010,18 בנובמבר 2020
סכיזופרניה,שיחה:סכיזופרניה,"הסרת ""רעיונות מופשטים""",364,1,1,1 באפריל 2013,1 באפריל 2013
סכיזופרניה,שיחה:סכיזופרניה,"שאלה, איך אפשר לדעת שהירידה התפקודית וההבדלים בתוחלת החיים המתוארים בסוף הפסקה הראשונה, הם תוצאה של המחלה ולא של הטיפול התרופתי?",5440,2,1,14 ביוני 2014,27 ביוני 2014
סכיזופרניה,שיחה:סכיזופרניה,הפרעה או מחלה?,201,1,1,14 במרץ 2015,14 במרץ 2015
סכיזופרניה,שיחה:סכיזופרניה,חומרים פסיכוטוגניים?,779,2,2,14 במרץ 2015,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה,דעות קדומות על חולי סכיזופרניה,675,0,0,,
סכיזופרניה,שיחה:סכיזופרניה,בעבודה,902,1,1,1 בספטמבר 2017,1 בספטמבר 2017
סכיזופרניה,שיחה:סכיזופרניה,המודל הביולוגי רפואי,1805,7,3,23 במאי 2020,2 בנובמבר 2020
סכיזופרניה,שיחה:סכיזופרניה,רק שאלה,1940,3,2,20 בספטמבר 2019,16 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה,שלום לכל קוראי הערך סכיזופרניה. כנסו,595,1,1,17 במאי 2020,17 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה,מה מבטאת התמונה שבטבלת הערך?,302,2,1,18 במאי 2020,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה,הסרת פרק טיפולים היסטוריים במקרי פסיכוזה,721,1,1,12 בנובמבר 2020,12 בנובמבר 2020
סכיזופרניה,שיחה:סכיזופרניה,משוב מ-4 במאי 2021,2113,10,4,4 במאי 2021,6 במאי 2021
סכיזופרניה,שיחה:סכיזופרניה,הצעת הוספה למומלצים,1,0,0,,
סכיזופרניה,שיחה:סכיזופרניה,דיון,5745,19,9,10 באוגוסט 2021,2 במאי 2024
סכיזופרניה,שיחה:סכיזופרניה,שסעת,850,2,2,2 בנובמבר 2021,2 בנובמבר 2021
סכיזופרניה,שיחה:סכיזופרניה,הערך דורש טיפול,1041,6,3,28 בדצמבר 2021,19 בפברואר 2022
סכיזופרניה,שיחה:סכיזופרניה,מחקרים העוסקים בגורמים ביולוגים - חסרה התייחסות להשפעה אפשרית של תרופות אנטי-פסיכוטיות,949,3,2,9 בפברואר 2022,19 בפברואר 2022
סכיזופרניה,שיחה:סכיזופרניה,נמצאו קישורים חיצוניים שצריכים תיקון (אוקטובר 2022),1322,2,2,13 באוקטובר 2022,13 באוקטובר 2022
סכיזופרניה,שיחה:סכיזופרניה,נמצאו קישורים חיצוניים שצריכים תיקון (אוקטובר 2022),1092,1,1,30 באוקטובר 2022,30 באוקטובר 2022
סכיזופרניה,שיחה:סכיזופרניה,נמצאו קישורים חיצוניים שצריכים תיקון (נובמבר 2023),2076,2,2,15 בנובמבר 2023,15 בנובמבר 2023
סכיזופרניה,שיחה:סכיזופרניה,הצעת הסרה מהמומלצים,24,0,0,,
סכיזופרניה,שיחה:סכיזופרניה,דיון,2098,3,8,2 במאי 2024,5 במאי 2024
סכיזופרניה,שיחה:סכיזופרניה,ערך מסורבל,546,2,2,2 באפריל 2025,2 באפריל 2025
סכיזופרניה,שיחה:סכיזופרניה,נמצאו קישורים חיצוניים שצריכים תיקון (אוגוסט 2026),914,1,1,11 באוגוסט 2026,11 באוגוסט 2026
סכיזופרניה,שיחה:סכיזופרניה/ארכיון: דיונים לא רלוונטיים,שאלה,783,1,1,20 ביולי 2010,20 ביולי 2010
סכיזופרניה,שיחה:סכיזופרניה/ארכיון: דיונים לא רלוונטיים,אולי טעות כתיב?,256,2,2,15 באוגוסט 2006,17 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,שאלה,910,2,2,20 ביולי 2010,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,עריכה מחדש,488,1,1,14 יולי 2006,14 יולי 2006
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,אולי טעות כתיב?,283,2,2,15 באוגוסט 2006,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,מה בדיוק אמורה להביע התמונה של המוח?,1810,3,2,16 במאי 2010,15 באוגוסט 2010
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,תג <nowiki>{{בעבודה}}</nowiki>,603,3,3,22 ביוני 2011,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,מחלת נפש,1379,6,3,18 בדצמבר 2010,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,נמוך אך גבוה,1065,3,3,20 ביולי 2010,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,קישור שבור,630,2,2,4 במאי 2013,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,קישור שבור 2,590,2,2,15 במאי 2013,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,קישור שבור 3,646,2,2,17 ביוני 2013,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,דיווח על טעות,31,0,0,,
סכיזופרניה,שיחה:סכיזופרניה/ארכיון סכיזופרניה,פרטי הדיווח,1012,5,4,7 בפברואר 2014,18 במאי 2020
סכיזופרניה,שיחה:סכיזופרניה/הצעת הוספה למומלצים,[[קובץ:Article Adding.svg|25px]] הוספה: [[סכיזופרניה]],518,5,1,25 באוקטובר 2021,9 בנובמבר 2021
סכיזופרניה,שיחה:סכיזופרניה/הצעת הוספה למומלצים,בעד הוספה,945,8,7,30 באוקטובר 2021,31 באוקטובר 2021
סכיזופרניה,שיחה:סכיזופרניה/הצעת הוספה למומלצים,נגד הוספה,186,1,1,6 בנובמבר 2021,6 בנובמבר 2021
סכיזופרניה,שיחה:סכיזופרניה/הצעת הוספה למומלצים,[[קובץ:Article Remove.svg|30px]] הסרה: [[סכיזופרניה]],278,1,1,2 במאי 2024,2 במאי 2024
סכיזופרניה,שיחה:סכיזופרניה/הצעת הוספה למומלצים,בעד הסרה,916,7,6,31 באוגוסט 2024,6 בספטמבר 2024
סכיזופרניה,שיחה:סכיזופרניה/הצעת הוספה למומלצים,נגד הסרה,11,0,0,,
פדופיליה,שיחה:פדופיליה,תקנו אותי אם אני טועה,3732,12,5,2 בנובמבר 2006,2 בנובמבר 2006
פדופיליה,שיחה:פדופיליה,"וכעת, משנכתב הערך [[פאראפיליה]]",1706,4,3,26 בדצמבר 2006,8 באפריל 2007
פדופיליה,שיחה:פדופיליה,בעיה בערך,1207,3,2,14 ביוני 2007,17 ביוני 2007
פדופיליה,שיחה:פדופיליה,הערך דורש הגנה,122,1,1,24 במאי 2008,24 במאי 2008
פדופיליה,שיחה:פדופיליה,החוק מגדיר פדופיל?,529,1,1,13 באוקטובר 2008,13 באוקטובר 2008
פדופיליה,שיחה:פדופיליה,עריכה שונתה בערך,12507,9,4,7 במרץ 2011,9 במרץ 2011
פדופיליה,שיחה:פדופיליה,תגובה לאלמוני,863,3,1,9 במרץ 2011,9 במרץ 2011
פדופיליה,שיחה:פדופיליה,תגובה לדני,2003,1,1,9 במרץ 2011,9 במרץ 2011
פדופיליה,שיחה:פדופיליה,בדיחה עצובה,3454,4,3,18 במרץ 2011,23 במרץ 2011
פדופיליה,שיחה:פדופיליה,תת נושא - פדופיליה ברשת,825,1,1,30 במרץ 2011,30 במרץ 2011
פדופיליה,שיחה:פדופיליה,"בשעה טובה הוסף תת הנושא ""פדופיליה ברשת""",2734,6,3,12 באפריל 2011,14 באפריל 2011
פדופיליה,שיחה:פדופיליה,"""כל פעולה מינית עם ילדים, מכל סוג שהיא, עונה על ההגדרה של פדופיל על ידי ה-DSM""",587,0,0,,
פדופיליה,שיחה:פדופיליה,הערה והארה,453,1,0,11 במרץ 2013,11 במרץ 2013
פדופיליה,שיחה:פדופיליה,קישור שבור,575,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 2,638,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 3,514,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 4,453,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 5,513,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 6,414,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 7,540,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 8,404,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 9,409,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 10,397,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 11,563,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 12,569,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 13,391,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,קישור שבור 14,607,1,1,16 במאי 2013,16 במאי 2013
פדופיליה,שיחה:פדופיליה,עברות מין ופשעים נגד ילדים,315,1,0,5 באוקטובר 2015,5 באוקטובר 2015
פדופיליה,שיחה:פדופיליה,"""פֶּדוֹפִילְיָה, מחלה בהגדרתה הרפואית-פסיכולוגית""",224,0,0,,
פדופיליה,שיחה:פדופיליה,נמצאו קישורים חיצוניים שצריכים תיקון (דצמבר 2022),907,1,1,27 בדצמבר 2022,27 בדצמבר 2022
פסיכופתיה,שיחה:פסיכופתיה,מי מכיר? מי יודע?,1101,5,3,30 בספטמבר 2006,30 בספטמבר 2006
פסיכופתיה,שיחה:פסיכופתיה,הפניה?,492,2,2,20 באוקטובר 2006,17 בדצמבר 2008
פסיכופתיה,שיחה:פסיכופתיה,פסיכופתיה -  מובן רחב ומובן מצומצם,459,1,1,17 בדצמבר 2008,17 בדצמבר 2008
פסיכופתיה,שיחה:פסיכופתיה,שאלה,958,3,2,28 ביוני 2010,28 ביוני 2010
פסיכופתיה,שיחה:פסיכופתיה,סקייפ השתלט על הערך,498,2,2,28 ביוני 2010,28 ביוני 2010
פסיכופתיה,שיחה:פסיכופתיה,אובייקטיביות,463,1,1,17 בספטמבר 2011,17 בספטמבר 2011
פסיכופתיה,שיחה:פסיכופתיה,משוב מ-02 בספטמבר 2011,381,2,1,2 בספטמבר 2011,2 בספטמבר 2011
פסיכופתיה,שיחה:פסיכופתיה,מעולה.,104,1,0,24 ביוני 2012,24 ביוני 2012
פסיכופתיה,שיחה:פסיכופתיה,איבחון,200,1,0,23 בינואר 2013,23 בינואר 2013
פסיכופתיה,שיחה:פסיכופתיה,האם הערך מדוייק?,1254,2,1,4 במאי 2013,4 במאי 2013
פסיכופתיה,שיחה:פסיכופתיה,קישור שבור,453,1,1,25 בספטמבר 2013,25 בספטמבר 2013
פסיכופתיה,שיחה:פסיכופתיה,רומנטיזציה.,825,1,1,13 בספטמבר 2018,13 בספטמבר 2018
פסיכופתיה,שיחה:פסיכופתיה,הבהרה,1101,2,2,13 בספטמבר 2018,13 בספטמבר 2018
פסיכופתיה,שיחה:פסיכופתיה,סטטיסטיקה,1073,1,1,23 בספטמבר 2018,23 בספטמבר 2018
פסיכופתיה,שיחה:פסיכופתיה,קישורים חיצוניים,3346,5,2,28 בספטמבר 2018,30 בספטמבר 2018
פסיכופתיה,שיחה:פסיכופתיה,הצעת הוספה למומלצים,24,0,0,,
פסיכופתיה,שיחה:פסיכופתיה,דיון,7154,22,12,6 באוקטובר 2018,26 בדצמבר 2018
פסיכופתיה,שיחה:פסיכופתיה,עבריינות,899,1,1,18 בפברואר 2019,18 בפברואר 2019
פסיכופתיה,שיחה:פסיכופתיה,קובץ מוויקישיתוף שבשימוש בדף זה הועמד למחיקה מהירה,429,1,1,27 בפברואר 2019,27 בפברואר 2019
פסיכופתיה,שיחה:פסיכופתיה,אימפולסיביים או מתוכננים?,885,1,1,4 באוקטובר 2019,4 באוקטובר 2019
פסיכופתיה,שיחה:פסיכופתיה,הסרת הערה ישנה,448,1,0,8 באוקטובר 2020,8 באוקטובר 2020
פסיכופתיה,שיחה:פסיכופתיה,נמצאו קישורים חיצוניים שצריכים תיקון (דצמבר 2022),1636,1,1,27 בדצמבר 2022,27 בדצמבר 2022
פסיכופתיה,שיחה:פסיכופתיה,נמצאו קישורים חיצוניים שצריכים תיקון (ינואר 2023),997,1,1,13 בינואר 2023,13 בינואר 2023
פסיכופתיה,שיחה:פסיכופתיה,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2023),956,1,1,16 ביוני 2023,16 ביוני 2023
פסיכופתיה,שיחה:פסיכופתיה,בעיה בקישורי ארכיון בערך (אוגוסט 2023),1448,1,1,23 באוגוסט 2023,23 באוגוסט 2023
פסיכופתיה,שיחה:פסיכופתיה,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2024),849,1,1,1 ביוני 2024,1 ביוני 2024
פסיכופתיה,שיחה:פסיכופתיה,נמצאו קישורים חיצוניים שצריכים תיקון (אוקטובר 2024),892,1,1,6 באוקטובר 2024,6 באוקטובר 2024
פסיכופתיה,שיחה:פסיכופתיה,דיווח על טעות,31,0,0,,
פסיכופתיה,שיחה:פסיכופתיה,פרטי הדיווח,289,1,0,16 בדצמבר 2024,16 בדצמבר 2024
פסיכופתיה,שיחה:פסיכופתיה,פסיכופתיה כמבנה,13330,19,3,17 באוקטובר 2025,25 בנובמבר 2025
פסיכופתיה,שיחה:פסיכופתיה,נמצאו קישורים חיצוניים שצריכים תיקון (אוגוסט 2026),839,1,1,13 באוגוסט 2026,13 באוגוסט 2026
פסיכופתיה,שיחה:פסיכופתיה/הצעת הוספה למומלצים,הוספה: [[פסיכופתיה]],2395,15,9,14 בדצמבר 2018,27 בדצמבר 2018
פסיכותרפיה,שיחה:פסיכותרפיה,ביקורת,1565,2,2,13 בפברואר 2009,13 בפברואר 2009
פסיכותרפיה,שיחה:פסיכותרפיה,לא ברור,4129,2,1,24 באפריל 2011,25 באפריל 2011
פסיכותרפיה,שיחה:פסיכותרפיה,שם הערך,4051,6,3,13 באוגוסט 2011,8 בספטמבר 2011
פסיכותרפיה,שיחה:פסיכותרפיה,אני חושב שראוי להוסיף מידע על ההסמכה לעיסוק בפסיכותרפיה,4392,7,4,6 בדצמבר 2012,25 במאי 2013
פסיכותרפיה,שיחה:פסיכותרפיה,קישור שבור,459,1,1,16 במאי 2013,16 במאי 2013
פסיכותרפיה,שיחה:פסיכותרפיה,על ערך זה להיות מוגן חלקית,328,2,2,23 במאי 2013,4 באוגוסט 2014
פסיכותרפיה,שיחה:פסיכותרפיה,מה קריטי יותר,7603,11,4,1 באוקטובר 2013,2 באוקטובר 2013
פסיכותרפיה,שיחה:פסיכותרפיה,סעיף קישורים חיצוניים,2714,5,3,15 באוקטובר 2013,15 באוקטובר 2013
פסיכותרפיה,שיחה:פסיכותרפיה,בדיקת הקישורים,3039,2,2,15 באוקטובר 2013,16 באוקטובר 2013
פסיכותרפיה,שיחה:פסיכותרפיה,טכניקות ושיטות,338,1,1,4 באוגוסט 2014,4 באוגוסט 2014
פסיכותרפיה,שיחה:פסיכותרפיה,בעיה בקישורי ארכיון בערך (אוגוסט 2023),612,1,1,23 באוגוסט 2023,23 באוגוסט 2023
פסיכותרפיה,שיחה:פסיכותרפיה,מידע לא נכון תחת הכותרת הסמכה והיתר לעסוק בפסיכותרפיה בישראל,190,1,0,15 בדצמבר 2023,15 בדצמבר 2023
פסיכותרפיה,שיחה:פסיכותרפיה,ערך מומלץ,112,1,1,13 באוקטובר 2025,13 באוקטובר 2025
פסיכותרפיה,שיחה:פסיכותרפיה,תיאור מצב חוקי וטענות ללא מקור,4552,11,4,27 באפריל 2026,28 באפריל 2026
פסיכותרפיה,שיחה:פסיכותרפיה,בדיקה,309,2,1,28 באפריל 2026,28 באפריל 2026
פסיכותרפיה,שיחה:פסיכותרפיה,הצעה לדיוק ההגדרה האנציקלופדית של פסיכותרפיה אל מול טיפול באמנויות,3234,6,2,2 במאי 2026,6 במאי 2026
פסיכותרפיה,שיחה:פסיכותרפיה,נמצאו קישורים חיצוניים שצריכים תיקון (אוגוסט 2026),1124,2,1,13 באוגוסט 2026,13 באוגוסט 2026
